0;6;25;1500;6;25;1500
1,5377e+004;8,3372e+004;1,062e+005;3,30858e+005;2,0637e+004;9,7314e+004;4,20815e+005
1,115e+004;6,143e+004;1,09485e+005;2,67388e+005;3,4407e+004;5,4093e+004;4,44003e+005
1,3827e+004;3,8036e+004;1,14498e+005;2,58325e+005;4,1812e+004;6,5041e+004;5,31663e+005
